province,municipality,auction_type,yr,qtr,outcome,n
A Coruña,Arteixo,JUDICIAL,2020,2,DESIERTA,1
A Coruña,Arteixo,JUDICIAL,2020,3,DESIERTA,1
A Coruña,Arteixo,JUDICIAL,2020,4,DESIERTA,2
A Coruña,Arteixo,JUDICIAL,2021,1,DESIERTA,2
A Coruña,Arteixo,JUDICIAL,2021,2,DESIERTA,2
A Coruña,Arteixo,JUDICIAL,2021,3,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2022,1,DESIERTA,1
A Coruña,Arteixo,JUDICIAL,2022,4,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2023,1,DESIERTA,1
A Coruña,Arteixo,JUDICIAL,2023,3,DESIERTA,1
A Coruña,Arteixo,JUDICIAL,2023,3,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2023,4,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2024,1,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2024,2,DESIERTA,2
A Coruña,Arteixo,JUDICIAL,2024,4,VENDIDA,4
A Coruña,Arteixo,JUDICIAL,2025,2,VENDIDA,1
A Coruña,Arteixo,JUDICIAL,2026,1,CANCELADA,8
A Coruña,Arteixo,JUDICIAL,2026,2,VENDIDA,3
A Coruña,Arteixo,JUDICIAL,2026,3,VENDIDA,2
A Coruña,Arzua,JUDICIAL,2020,3,VENDIDA,1
A Coruña,Arzúa,JUDICIAL,2023,4,VENDIDA,1
A Coruña,As Pontes,JUDICIAL,2018,4,DESIERTA,1
A Coruña,As Pontes,JUDICIAL,2020,3,DESIERTA,1
A Coruña,As Pontes,JUDICIAL,2021,1,DESIERTA,1
A Coruña,As Pontes,JUDICIAL,2024,4,VENDIDA,1
A Coruña,As Pontes,JUDICIAL,2025,2,DESIERTA,1
A Coruña,As Pontes de Garcia Rodriguez,JUDICIAL,2016,4,VENDIDA,1
A Coruña,As Pontes de García Rodríguez,JUDICIAL,2019,2,DESIERTA,1
A Coruña,As Pontes de García Rodríguez,JUDICIAL,2021,4,VENDIDA,1
A Coruña,As Pontes de García Rodríguez,JUDICIAL,2024,4,DESIERTA,1
A Coruña,As Somozas,AEAT,2021,4,VENDIDA,4
A Coruña,As Somozas,AEAT,2022,2,VENDIDA,1
A Coruña,As Somozas,JUDICIAL,2016,2,DESIERTA,1
A Coruña,As Somozas,JUDICIAL,2019,2,DESIERTA,1
A Coruña,As Somozas,JUDICIAL,2023,1,DESIERTA,1
A Coruña,As Somozas,JUDICIAL,2026,1,CANCELADA,2
A Coruña,"Avenida Mugardos Nº 55, Vivienda Letra A, Planta Baja",JUDICIAL,2026,2,CANCELADA,1
A Coruña,Ayuntamiento de Santiso,JUDICIAL,2020,2,VENDIDA,1
A Coruña,Barallobre-Fene,JUDICIAL,2016,2,DESIERTA,1
A Coruña,"Bembibre, Val do Dubra",JUDICIAL,2022,4,DESIERTA,1
A Coruña,Bendaña- Touro,JUDICIAL,2020,1,DESIERTA,1
A Coruña,Berdia,JUDICIAL,2021,4,DESIERTA,1
A Coruña,Bergondo,JUDICIAL,2016,1,VENDIDA,1
A Coruña,Bergondo,JUDICIAL,2017,3,VENDIDA,1
A Coruña,Bergondo,JUDICIAL,2018,1,DESIERTA,1
A Coruña,Bergondo,JUDICIAL,2018,1,VENDIDA,1
A Coruña,Bergondo,JUDICIAL,2018,2,DESIERTA,1
A Coruña,Bergondo,JUDICIAL,2018,4,DESIERTA,1
A Coruña,Bergondo,JUDICIAL,2019,1,DESIERTA,1
A Coruña,Bergondo,JUDICIAL,2019,1,VENDIDA,1
A Coruña,Bergondo,JUDICIAL,2019,4,DESIERTA,1
A Coruña,Bergondo,JUDICIAL,2020,1,VENDIDA,1
A Coruña,Bergondo,JUDICIAL,2022,2,VENDIDA,1
A Coruña,Bergondo,JUDICIAL,2023,2,VENDIDA,1
A Coruña,Bergondo,JUDICIAL,2024,4,DESIERTA,1
A Coruña,Bergondo,JUDICIAL,2025,1,VENDIDA,1
A Coruña,Bergondo,JUDICIAL,2026,1,CANCELADA,2
A Coruña,Bergondo,JUDICIAL,2026,2,VENDIDA,1
A Coruña,Bertamirans,JUDICIAL,2016,2,DESIERTA,1
A Coruña,Bertamirans,JUDICIAL,2016,4,VENDIDA,1
A Coruña,Bertamirans,JUDICIAL,2019,4,DESIERTA,1
A Coruña,Bertamirans,JUDICIAL,2023,4,VENDIDA,1
A Coruña,Bertamirans- Ames,JUDICIAL,2022,2,VENDIDA,1
A Coruña,Bertamirans-Ames,JUDICIAL,2018,1,VENDIDA,1
A Coruña,Bertamirans-Ames,JUDICIAL,2020,1,DESIERTA,1
A Coruña,Bertamirans-Ames,JUDICIAL,2023,2,DESIERTA,1
A Coruña,Bertamirans-Ames,JUDICIAL,2025,1,VENDIDA,1
A Coruña,Bertamirans-Ames,JUDICIAL,2026,1,CANCELADA,1
A Coruña,Betanzos,AEAT,2023,2,VENDIDA,1
A Coruña,Betanzos,AEAT,2026,2,VENDIDA,2
A Coruña,Betanzos,JUDICIAL,2016,1,DESIERTA,2
A Coruña,Betanzos,JUDICIAL,2016,2,DESIERTA,1
A Coruña,Betanzos,JUDICIAL,2016,4,DESIERTA,1
A Coruña,Betanzos,JUDICIAL,2017,1,VENDIDA,2
A Coruña,Betanzos,JUDICIAL,2017,4,DESIERTA,1
A Coruña,Betanzos,JUDICIAL,2018,2,DESIERTA,1
A Coruña,Betanzos,JUDICIAL,2021,2,VENDIDA,1
A Coruña,Betanzos,JUDICIAL,2021,4,VENDIDA,1
A Coruña,Betanzos,JUDICIAL,2022,4,VENDIDA,1
A Coruña,Betanzos,JUDICIAL,2024,1,DESIERTA,1
A Coruña,Betanzos,JUDICIAL,2024,2,VENDIDA,1
A Coruña,Betanzos,JUDICIAL,2024,4,DESIERTA,1
A Coruña,Betanzos,JUDICIAL,2025,3,VENDIDA,1
A Coruña,Betanzos,JUDICIAL,2025,4,VENDIDA,1
A Coruña,Betanzos,JUDICIAL,2026,1,CANCELADA,4
A Coruña,Betanzos,JUDICIAL,2026,2,CANCELADA,1
A Coruña,Betanzos,JUDICIAL,2026,2,VENDIDA,1
A Coruña,Betanzos,JUDICIAL,2026,3,DESIERTA,1
A Coruña,Betanzos,NOTARIAL,2026,1,CANCELADA,1
A Coruña,Boiro,AEAT,2019,1,VENDIDA,3
A Coruña,Boiro,AEAT,2019,4,DESIERTA,1
A Coruña,Boiro,AEAT,2020,1,VENDIDA,1
A Coruña,Boiro,AEAT,2021,1,VENDIDA,2
A Coruña,Boiro,AEAT,2022,1,VENDIDA,1
A Coruña,Boiro,AEAT,2022,4,VENDIDA,3
A Coruña,Boiro,AEAT,2025,2,VENDIDA,1
A Coruña,Boiro,AEAT,2026,2,CANCELADA,1
A Coruña,Boiro,AEAT,2026,2,VENDIDA,19
A Coruña,Boiro,JUDICIAL,2016,4,DESIERTA,1
A Coruña,Boiro,JUDICIAL,2017,1,DESIERTA,3
A Coruña,Boiro,JUDICIAL,2017,1,VENDIDA,1
A Coruña,Boiro,JUDICIAL,2017,2,DESIERTA,1
A Coruña,Boiro,JUDICIAL,2017,4,DESIERTA,1
A Coruña,Boiro,JUDICIAL,2018,2,DESIERTA,1
A Coruña,Boiro,JUDICIAL,2018,4,DESIERTA,1
A Coruña,Boiro,JUDICIAL,2019,3,DESIERTA,1
A Coruña,Boiro,JUDICIAL,2020,1,VENDIDA,2
A Coruña,Boiro,JUDICIAL,2020,3,DESIERTA,1
A Coruña,Boiro,JUDICIAL,2020,3,VENDIDA,1
A Coruña,Boiro,JUDICIAL,2020,4,DESIERTA,2
A Coruña,Boiro,JUDICIAL,2020,4,VENDIDA,4
A Coruña,Boiro,JUDICIAL,2021,1,DESIERTA,1
A Coruña,Boiro,JUDICIAL,2021,2,VENDIDA,4
A Coruña,Boiro,JUDICIAL,2021,3,DESIERTA,4
A Coruña,Boiro,JUDICIAL,2021,4,DESIERTA,2
A Coruña,Boiro,JUDICIAL,2021,4,VENDIDA,1
A Coruña,Boiro,JUDICIAL,2022,1,DESIERTA,1
A Coruña,Boiro,JUDICIAL,2022,2,DESIERTA,2
A Coruña,Boiro,JUDICIAL,2022,2,VENDIDA,1
A Coruña,Boiro,JUDICIAL,2023,3,VENDIDA,1
A Coruña,Boiro,JUDICIAL,2023,4,VENDIDA,1
A Coruña,Boiro,JUDICIAL,2024,1,VENDIDA,1
A Coruña,Boiro,JUDICIAL,2024,2,VENDIDA,1
A Coruña,Boiro,JUDICIAL,2025,2,VENDIDA,3
A Coruña,Boiro,JUDICIAL,2026,1,CANCELADA,2
A Coruña,Boiro,JUDICIAL,2026,2,CANCELADA,1
A Coruña,Boiro,JUDICIAL,2026,2,VENDIDA,2
A Coruña,Boiro,JUDICIAL,2026,3,VENDIDA,1
A Coruña,Boqueixon,JUDICIAL,2016,2,DESIERTA,1
A Coruña,Boqueixon,JUDICIAL,2017,2,DESIERTA,1
A Coruña,Boqueixon,JUDICIAL,2017,4,DESIERTA,1
A Coruña,Boqueixon,JUDICIAL,2017,4,VENDIDA,1
A Coruña,Boqueixon,JUDICIAL,2018,3,VENDIDA,1
A Coruña,Boqueixon,JUDICIAL,2020,4,VENDIDA,1
A Coruña,Boqueixon,JUDICIAL,2026,1,CANCELADA,1
A Coruña,Boqueixón,JUDICIAL,2026,1,CANCELADA,1
A Coruña,Boqueixón Parroquia de Lamas,JUDICIAL,2017,1,DESIERTA,1
A Coruña,Borio,JUDICIAL,2018,1,DESIERTA,1
A Coruña,Brion,AEAT,2024,1,VENDIDA,2
A Coruña,Brion,AEAT,2025,1,VENDIDA,1
A Coruña,Brion,JUDICIAL,2016,2,VENDIDA,1
A Coruña,Brion,JUDICIAL,2016,4,DESIERTA,1
A Coruña,Brion,JUDICIAL,2017,2,DESIERTA,1
A Coruña,Brion,JUDICIAL,2020,3,VENDIDA,1
A Coruña,Brion,JUDICIAL,2023,4,VENDIDA,1
A Coruña,Brion,JUDICIAL,2026,1,CANCELADA,1
A Coruña,Brión,JUDICIAL,2019,2,DESIERTA,1
A Coruña,Brión,JUDICIAL,2020,2,DESIERTA,2
A Coruña,Brión,JUDICIAL,2024,1,DESIERTA,1
A Coruña,Brión,JUDICIAL,2024,2,VENDIDA,1
A Coruña,Brión,JUDICIAL,2024,3,VENDIDA,1
A Coruña,Brión,JUDICIAL,2026,1,VENDIDA,1
A Coruña,Bugallido,JUDICIAL,2022,4,DESIERTA,1
A Coruña,Bugallido,JUDICIAL,2024,1,DESIERTA,1
A Coruña,Cabana,JUDICIAL,2017,2,VENDIDA,1
A Coruña,Cabana,JUDICIAL,2019,1,DESIERTA,1
A Coruña,Cabana,JUDICIAL,2020,1,DESIERTA,1
A Coruña,Cabana de Bergantiños,AEAT,2021,4,VENDIDA,2
A Coruña,Cabana de Bergantiños,AEAT,2023,1,VENDIDA,1
A Coruña,Cabana de Bergantiños,JUDICIAL,2017,1,VENDIDA,1
A Coruña,Cabana de Bergantiños,JUDICIAL,2018,1,DESIERTA,1
A Coruña,Cabana de Bergantiños,JUDICIAL,2019,4,VENDIDA,1
A Coruña,Cabana de Bergantiños,JUDICIAL,2020,2,VENDIDA,1
A Coruña,Cabanas,AEAT,2021,3,VENDIDA,1
A Coruña,Cabanas,AEAT,2023,2,VENDIDA,1
A Coruña,Cabanas,JUDICIAL,2020,3,VENDIDA,1
A Coruña,Cabanas,JUDICIAL,2021,2,DESIERTA,1
A Coruña,Cabanas,JUDICIAL,2021,4,VENDIDA,1
A Coruña,Cabanas,JUDICIAL,2023,4,VENDIDA,1
A Coruña,Cabanas,JUDICIAL,2024,3,VENDIDA,1
A Coruña,Cabanas,JUDICIAL,2026,1,CANCELADA,1
A Coruña,Cabanas - Fene,JUDICIAL,2026,1,CANCELADA,1
A Coruña,Cabañas,JUDICIAL,2016,3,DESIERTA,1
A Coruña,Cabañas,JUDICIAL,2017,1,DESIERTA,1
A Coruña,Cabañas,JUDICIAL,2020,1,VENDIDA,1
A Coruña,Cabida.maianca (san Cosme),JUDICIAL,2023,1,VENDIDA,1
A Coruña,"Cabode Cruz, Castro (boiro)",JUDICIAL,2020,4,VENDIDA,1
A Coruña,Cacheiras-Teo,JUDICIAL,2022,1,DESIERTA,1
A Coruña,Caheiras-Teo,JUDICIAL,2018,4,DESIERTA,1
A Coruña,Callobre,JUDICIAL,2017,3,DESIERTA,1
A Coruña,Calo,JUDICIAL,2019,1,DESIERTA,1
A Coruña,Calo,JUDICIAL,2026,1,CANCELADA,1
A Coruña,Camariñas,AEAT,2019,4,VENDIDA,1
A Coruña,Camariñas,JUDICIAL,2017,1,DESIERTA,1
A Coruña,Camariñas,JUDICIAL,2017,2,DESIERTA,1
A Coruña,Camariñas,JUDICIAL,2018,1,VENDIDA,1
A Coruña,Camariñas,JUDICIAL,2020,1,VENDIDA,1
A Coruña,Camariñas,JUDICIAL,2024,3,VENDIDA,1
A Coruña,Camariñas,JUDICIAL,2026,1,CANCELADA,2
A Coruña,Camariñas,JUDICIAL,2026,3,DESIERTA,1
A Coruña,Camariñas,JUDICIAL,2026,3,VENDIDA,1
A Coruña,Cambre,AEAT,2021,4,VENDIDA,4
A Coruña,Cambre,AEAT,2022,2,VENDIDA,2
A Coruña,Cambre,AEAT,2026,1,CANCELADA,1
A Coruña,Cambre,JUDICIAL,2016,2,DESIERTA,1
A Coruña,Cambre,JUDICIAL,2016,3,DESIERTA,4
A Coruña,Cambre,JUDICIAL,2017,1,DESIERTA,1
A Coruña,Cambre,JUDICIAL,2017,2,DESIERTA,2
A Coruña,Cambre,JUDICIAL,2017,4,DESIERTA,1
A Coruña,Cambre,JUDICIAL,2018,4,DESIERTA,1
A Coruña,Cambre,JUDICIAL,2019,1,DESIERTA,3
A Coruña,Cambre,JUDICIAL,2019,2,DESIERTA,1
A Coruña,Cambre,JUDICIAL,2019,2,VENDIDA,2
A Coruña,Cambre,JUDICIAL,2019,3,DESIERTA,1
A Coruña,Cambre,JUDICIAL,2019,3,VENDIDA,1
A Coruña,Cambre,JUDICIAL,2019,4,VENDIDA,2
A Coruña,Cambre,JUDICIAL,2020,1,VENDIDA,1
A Coruña,Cambre,JUDICIAL,2020,2,VENDIDA,1
A Coruña,Cambre,JUDICIAL,2020,4,VENDIDA,1
A Coruña,Cambre,JUDICIAL,2021,1,VENDIDA,1
A Coruña,Cambre,JUDICIAL,2021,2,VENDIDA,1
A Coruña,Cambre,JUDICIAL,2022,2,DESIERTA,1
A Coruña,Cambre,JUDICIAL,2022,3,DESIERTA,1
A Coruña,Cambre,JUDICIAL,2022,3,VENDIDA,1
A Coruña,Cambre,JUDICIAL,2022,4,DESIERTA,1
A Coruña,Cambre,JUDICIAL,2023,1,VENDIDA,1
A Coruña,Cambre,JUDICIAL,2023,4,DESIERTA,1
A Coruña,Cambre,JUDICIAL,2023,4,VENDIDA,2
A Coruña,Cambre,JUDICIAL,2024,2,VENDIDA,1
A Coruña,Cambre,JUDICIAL,2025,2,VENDIDA,1
A Coruña,Cambre,JUDICIAL,2025,3,VENDIDA,1
A Coruña,Cambre,JUDICIAL,2026,1,CANCELADA,2
A Coruña,Camnbre,JUDICIAL,2016,1,VENDIDA,1
A Coruña,Campo-Campo de Cruz-Boiro,JUDICIAL,2026,1,VENDIDA,1
A Coruña,Capela a,AEAT,2020,1,VENDIDA,1
A Coruña,Capela a,AEAT,2022,2,VENDIDA,1
A Coruña,Carballo,AEAT,2022,1,VENDIDA,1
A Coruña,Carballo,AEAT,2022,2,VENDIDA,1
A Coruña,Carballo,AEAT,2024,3,VENDIDA,1
A Coruña,Carballo,AEAT,2024,4,VENDIDA,1
A Coruña,Carballo,AEAT,2025,1,VENDIDA,1
A Coruña,Carballo,AEAT,2025,3,VENDIDA,4
A Coruña,Carballo,AEAT,2026,1,CANCELADA,1
A Coruña,Carballo,JUDICIAL,2016,2,VENDIDA,1
A Coruña,Carballo,JUDICIAL,2016,4,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2017,1,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2017,2,DESIERTA,2
A Coruña,Carballo,JUDICIAL,2017,3,CANCELADA,1
A Coruña,Carballo,JUDICIAL,2017,3,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2018,1,DESIERTA,4
A Coruña,Carballo,JUDICIAL,2018,4,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2019,4,DESIERTA,2
A Coruña,Carballo,JUDICIAL,2019,4,VENDIDA,1
A Coruña,Carballo,JUDICIAL,2020,3,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2020,4,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2020,4,VENDIDA,1
A Coruña,Carballo,JUDICIAL,2021,1,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2021,1,VENDIDA,1
A Coruña,Carballo,JUDICIAL,2021,2,DESIERTA,2
A Coruña,Carballo,JUDICIAL,2021,4,DESIERTA,2
A Coruña,Carballo,JUDICIAL,2021,4,VENDIDA,2
A Coruña,Carballo,JUDICIAL,2022,2,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2022,2,VENDIDA,1
A Coruña,Carballo,JUDICIAL,2022,4,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2023,1,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2023,2,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2023,3,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2024,1,VENDIDA,1
A Coruña,Carballo,JUDICIAL,2024,4,DESIERTA,1
A Coruña,Carballo,JUDICIAL,2025,3,VENDIDA,1
A Coruña,Carballo,JUDICIAL,2026,1,CANCELADA,4
A Coruña,Carballo,JUDICIAL,2026,1,VENDIDA,2
A Coruña,Carballo,JUDICIAL,2026,3,VENDIDA,1
A Coruña,Carballo,NOTARIAL,2019,4,DESIERTA,1
A Coruña,Carballo,NOTARIAL,2021,2,VENDIDA,1
A Coruña,Carballo,NOTARIAL,2022,1,VENDIDA,1
A Coruña,Cariño,AEAT,2022,2,VENDIDA,1
A Coruña,Cariño,AEAT,2023,3,VENDIDA,1
A Coruña,Cariño,JUDICIAL,2017,4,DESIERTA,1
A Coruña,Cariño,JUDICIAL,2017,4,VENDIDA,1
A Coruña,Cariño,JUDICIAL,2018,1,DESIERTA,2
A Coruña,Cariño,JUDICIAL,2020,1,VENDIDA,1
A Coruña,Cariño,JUDICIAL,2022,2,DESIERTA,1
A Coruña,Cariño,JUDICIAL,2022,4,DESIERTA,1
A Coruña,Cariño,JUDICIAL,2026,1,VENDIDA,1
A Coruña,Cariño,JUDICIAL,2026,2,CANCELADA,1
A Coruña,Carnoedo-Sada,JUDICIAL,2018,4,DESIERTA,1
A Coruña,Carnota,JUDICIAL,2017,1,DESIERTA,1
A Coruña,Carnota,JUDICIAL,2017,2,DESIERTA,1
A Coruña,Carnota,JUDICIAL,2017,4,DESIERTA,1
A Coruña,Carnota,JUDICIAL,2026,1,CANCELADA,1
A Coruña,Carral,AEAT,2019,1,VENDIDA,1
A Coruña,Carral,AEAT,2019,2,VENDIDA,1
A Coruña,Carral,AEAT,2019,4,VENDIDA,1
A Coruña,Carral,AEAT,2020,1,VENDIDA,2
A Coruña,Carral,AEAT,2020,2,VENDIDA,2
A Coruña,Carral,AEAT,2020,4,VENDIDA,2
A Coruña,Carral,AEAT,2021,1,VENDIDA,1
A Coruña,Carral,AEAT,2021,2,VENDIDA,1
A Coruña,Carral,AEAT,2021,4,VENDIDA,1
A Coruña,Carral,AEAT,2022,1,VENDIDA,1
A Coruña,Carral,AEAT,2022,4,VENDIDA,1
A Coruña,Carral,AEAT,2023,2,VENDIDA,3
A Coruña,Carral,AEAT,2023,3,VENDIDA,2
A Coruña,Carral,AEAT,2023,4,VENDIDA,1
A Coruña,Carral,AEAT,2024,1,VENDIDA,2
A Coruña,Carral,AEAT,2024,2,VENDIDA,1
A Coruña,Carral,AEAT,2024,3,VENDIDA,2
A Coruña,Carral,AEAT,2024,4,VENDIDA,3
A Coruña,Carral,AEAT,2025,1,VENDIDA,1
A Coruña,Carral,AEAT,2025,2,VENDIDA,3
A Coruña,Carral,AEAT,2025,3,VENDIDA,2
A Coruña,Carral,AEAT,2026,1,CANCELADA,2
A Coruña,Carral,AEAT,2026,2,VENDIDA,5
A Coruña,Carral,AEAT,2026,3,VENDIDA,1
A Coruña,Carral,JUDICIAL,2016,1,DESIERTA,1
A Coruña,Carral,JUDICIAL,2017,3,DESIERTA,1
A Coruña,Carral,JUDICIAL,2017,3,VENDIDA,1
A Coruña,Carral,JUDICIAL,2019,1,DESIERTA,1
A Coruña,Carral,JUDICIAL,2019,4,VENDIDA,2
A Coruña,Carral,JUDICIAL,2020,3,DESIERTA,1
A Coruña,Carral,JUDICIAL,2020,4,DESIERTA,1
A Coruña,Carral,JUDICIAL,2020,4,VENDIDA,3
A Coruña,Carral,JUDICIAL,2021,2,VENDIDA,1
A Coruña,Carral,JUDICIAL,2022,2,VENDIDA,3
A Coruña,Carral,JUDICIAL,2025,1,VENDIDA,1
A Coruña,Carral,JUDICIAL,2025,3,VENDIDA,1
A Coruña,Carral,JUDICIAL,2026,1,CANCELADA,1
A Coruña,Carral,NOTARIAL,2020,3,DESIERTA,1
A Coruña,Carral,NOTARIAL,2026,1,CANCELADA,1
A Coruña,Cderdido,JUDICIAL,2024,4,DESIERTA,1
A Coruña,Cderdido,JUDICIAL,2025,1,VENDIDA,1
A Coruña,Cecebre,JUDICIAL,2024,1,VENDIDA,1
A Coruña,Cedeira,AEAT,2026,2,VENDIDA,1
A Coruña,Cedeira,JUDICIAL,2016,2,DESIERTA,1
A Coruña,Cedeira,JUDICIAL,2016,3,DESIERTA,1
A Coruña,Cedeira,JUDICIAL,2017,1,DESIERTA,2
A Coruña,Cedeira,JUDICIAL,2017,2,DESIERTA,1
A Coruña,Cedeira,JUDICIAL,2017,4,DESIERTA,1
A Coruña,Cedeira,JUDICIAL,2018,1,DESIERTA,1
A Coruña,Cedeira,JUDICIAL,2018,2,DESIERTA,1
A Coruña,Cedeira,JUDICIAL,2018,4,DESIERTA,1
A Coruña,Cedeira,JUDICIAL,2021,4,DESIERTA,2
A Coruña,Cedeira,JUDICIAL,2021,4,VENDIDA,1
A Coruña,Cedeira,JUDICIAL,2022,1,DESIERTA,1
A Coruña,Cedeira,JUDICIAL,2022,2,VENDIDA,2
A Coruña,Cedeira,JUDICIAL,2022,3,VENDIDA,1
A Coruña,Cedeira,JUDICIAL,2023,4,DESIERTA,1
A Coruña,Cedeira,JUDICIAL,2023,4,VENDIDA,1
A Coruña,Cedeira,JUDICIAL,2024,3,VENDIDA,1
A Coruña,Cedeira,JUDICIAL,2024,4,VENDIDA,3
A Coruña,Cedeira,JUDICIAL,2025,2,DESIERTA,1
A Coruña,Cedeira,JUDICIAL,2026,1,CANCELADA,3
A Coruña,Cedeira,JUDICIAL,2026,2,VENDIDA,2
A Coruña,Cee,AEAT,2019,4,VENDIDA,1
A Coruña,Cee,AEAT,2025,1,VENDIDA,2
A Coruña,Cee,JUDICIAL,2017,2,DESIERTA,1
A Coruña,Cee,JUDICIAL,2017,4,DESIERTA,1
A Coruña,Cee,JUDICIAL,2018,1,DESIERTA,2
A Coruña,Cee,JUDICIAL,2018,4,VENDIDA,1
A Coruña,Cee,JUDICIAL,2019,1,VENDIDA,1
A Coruña,Cee,JUDICIAL,2019,2,DESIERTA,1
A Coruña,Cee,JUDICIAL,2020,2,DESIERTA,1
A Coruña,Cee,JUDICIAL,2020,2,VENDIDA,1
A Coruña,Cee,JUDICIAL,2021,2,VENDIDA,1
A Coruña,Cee,JUDICIAL,2021,3,DESIERTA,1
A Coruña,Cee,JUDICIAL,2021,3,VENDIDA,2
A Coruña,Cee,JUDICIAL,2022,2,VENDIDA,1
A Coruña,Cee,JUDICIAL,2022,4,VENDIDA,1
A Coruña,Cee,JUDICIAL,2023,2,VENDIDA,1
A Coruña,Cee,JUDICIAL,2023,3,VENDIDA,1
A Coruña,Cee,JUDICIAL,2025,2,DESIERTA,1
A Coruña,Cee,JUDICIAL,2026,1,CANCELADA,3
A Coruña,Cee,JUDICIAL,2026,3,VENDIDA,1
A Coruña,Cerceda,AEAT,2019,4,VENDIDA,1
A Coruña,Cerceda,JUDICIAL,2016,1,VENDIDA,1
A Coruña,Cerceda,JUDICIAL,2017,2,DESIERTA,1
A Coruña,Cerceda,JUDICIAL,2017,2,VENDIDA,1
A Coruña,Cerceda,JUDICIAL,2019,3,VENDIDA,1
A Coruña,Cerceda,JUDICIAL,2022,4,DESIERTA,1
A Coruña,Cerceda,JUDICIAL,2026,1,CANCELADA,1
A Coruña,Cerdido,JUDICIAL,2017,3,VENDIDA,1
A Coruña,Cerdido,JUDICIAL,2026,2,VENDIDA,1
A Coruña,Cesures,JUDICIAL,2018,2,DESIERTA,1
A Coruña,Cobas - Ferrol,JUDICIAL,2024,4,DESIERTA,1
A Coruña,Coiros,JUDICIAL,2016,3,VENDIDA,1
A Coruña,Coiros,JUDICIAL,2026,1,CANCELADA,1
A Coruña,Coirós,JUDICIAL,2018,1,DESIERTA,1
A Coruña,Coirós,JUDICIAL,2021,2,DESIERTA,1
A Coruña,Coirós,JUDICIAL,2021,3,VENDIDA,1
A Coruña,Coirós,JUDICIAL,2021,4,VENDIDA,1
A Coruña,Conxo,JUDICIAL,2017,2,DESIERTA,1
A Coruña,Corcubion,JUDICIAL,2022,3,DESIERTA,1
A Coruña,Corcubion,JUDICIAL,2024,1,VENDIDA,1
A Coruña,Corcubión,JUDICIAL,2023,2,DESIERTA,1
A Coruña,Coristanco,JUDICIAL,2017,1,DESIERTA,1
A Coruña,Coristanco,JUDICIAL,2018,2,DESIERTA,1
A Coruña,Coristanco,JUDICIAL,2024,3,DESIERTA,1
A Coruña,Coristanco,JUDICIAL,2026,1,CANCELADA,1
A Coruña,Corme,JUDICIAL,2019,1,DESIERTA,1
A Coruña,Corme-Ponteceso,JUDICIAL,2017,1,DESIERTA,1
A Coruña,Coruña (a),JUDICIAL,2020,4,VENDIDA,2
A Coruña,Coruña (a),JUDICIAL,2026,1,VENDIDA,1
A Coruña,Coruña (a),NOTARIAL,2018,3,DESIERTA,1
A Coruña,Coruña (a),NOTARIAL,2022,4,VENDIDA,2
A Coruña,"Coruña, a",JUDICIAL,2015,4,DESIERTA,1
A Coruña,"Coruña, a",JUDICIAL,2019,3,VENDIDA,1
A Coruña,"Coruña, a",JUDICIAL,2025,2,VENDIDA,1
A Coruña,"Coruña, a",NOTARIAL,2024,2,DESIERTA,1
A Coruña,"Coruña,a",JUDICIAL,2016,4,DESIERTA,1
A Coruña,"Coruña,a",JUDICIAL,2017,2,VENDIDA,1
A Coruña,"Coruña,a",JUDICIAL,2021,2,VENDIDA,1
A Coruña,Cotelo de Arriba- Pedroso,JUDICIAL,2021,3,VENDIDA,1
A Coruña,Cullerdo,JUDICIAL,2017,3,VENDIDA,1
A Coruña,Culleredo,AEAT,2019,4,VENDIDA,2
A Coruña,Culleredo,AEAT,2021,1,VENDIDA,1
A Coruña,Culleredo,AEAT,2021,4,VENDIDA,1
A Coruña,Culleredo,AEAT,2022,1,VENDIDA,1
A Coruña,Culleredo,AEAT,2022,4,VENDIDA,2
A Coruña,Culleredo,JUDICIAL,2016,2,DESIERTA,2
A Coruña,Culleredo,JUDICIAL,2016,3,DESIERTA,2
A Coruña,Culleredo,JUDICIAL,2016,4,DESIERTA,1
A Coruña,Culleredo,JUDICIAL,2017,1,DESIERTA,5
A Coruña,Culleredo,JUDICIAL,2017,1,VENDIDA,1
A Coruña,Culleredo,JUDICIAL,2017,2,DESIERTA,1
A Coruña,Culleredo,JUDICIAL,2017,2,VENDIDA,2
A Coruña,Culleredo,JUDICIAL,2017,4,DESIERTA,1
